Taxa	Sample_113.filtered.fastq.gz	Sample_114.filtered.fastq.gz	Sample_115.filtered.fastq.gz	Sample_116.filtered.fastq.gz	Sample_126.filtered.fastq.gz	Sample_127.filtered.fastq.gz	Sample_131.filtered.fastq.gz	Sample_133.filtered.fastq.gz	Sample_135.filtered.fastq.gz	Sample_136.filtered.fastq.gz	Sample_140.filtered.fastq.gz	Sample_144.filtered.fastq.gz	Sample_147.filtered.fastq.gz	Sample_148.filtered.fastq.gz	Sample_152.filtered.fastq.gz	Sample_154.filtered.fastq.gz	Sample_157.filtered.fastq.gz	Sample_160.filtered.fastq.gz	Sample_161.filtered.fastq.gz	Sample_162.filtered.fastq.gz	Sample_163.filtered.fastq.gz	Sample_164.filtered.fastq.gz	Sample_172.filtered.fastq.gz	Sample_173.filtered.fastq.gz	Sample_177.filtered.fastq.gz	Sample_179.filtered.fastq.gz	Sample_181.filtered.fastq.gz	Sample_182.filtered.fastq.gz	Sample_186.filtered.fastq.gz	Sample_190.filtered.fastq.gz	Sample_193.filtered.fastq.gz	Sample_194.filtered.fastq.gz	Sample_196.filtered.fastq.gz	Sample_198.filtered.fastq.gz	Sample_201.filtered.fastq.gz	Sample_204.filtered.fastq.gz	Sample_3.filtered.fastq.gz	Sample_4.filtered.fastq.gz	Sample_7.filtered.fastq.gz	Sample_8.filtered.fastq.gz	Sample_control.filtered.fastq.gz	Sample_Kit_Control.filtered.fastq.gz
97c044369e2b7b5fa64c33abcb8e5e7b	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39133	42888
dbc155bb6f730e1a701a0090abc69735	0	0	0	0	0	3844	2233	96	3127	0	14	143	1559	0	143	7541	180	309	3	4	4	0	130	9043	2407	508	2014	40	12	85	1371	1	79	8158	17	1708	443	234	2453	187	0	0
fc85366f55f1aa1f60f33f5cee4c75b7	0	0	0	0	441	1078	0	0	33	20	896	1109	1167	397	482	4107	5	6037	0	0	0	0	103	785	0	0	3	0	179	4	102	123	9	415	0	1112	532	1369	472	1244	0	0
9c5a5fa04b93212070e23b98c9a85677	164	1925	237	79	25	118	281	251	31	13	194	195	2	20	3773	120	609	0	469	2573	258	11	497	171	569	3147	1269	556	233	447	29	58	1635	264	410	590	401	82	387	36	0	0
6fd284fbb6813bde868815de4c356ffa	10	13	11	14	12	530	1196	58	4499	0	3	41	776	9	24	960	0	166	20	16	11	3	68	985	1079	254	3291	35	4	29	646	0	13	1248	0	518	270	109	1246	73	0	0
18d65b995808cee494877af582f4ffa6	0	0	0	0	33	113	0	0	0	460	3857	1	143	881	20	0	0	0	0	0	0	0	248	401	0	0	0	576	3770	0	201	988	1	0	0	82	581	119	758	265	0	0
56f1555789fd42a2e07937ce7a864639	30	594	993	5147	0	323	34	9	0	0	0	15	0	0	20	0	7	0	54	788	2297	1987	0	728	42	14	0	6	0	20	0	0	8	0	6	0	10	0	73	3	0	0
ffb9c8e25a44203247f36d9e23363dbc	1269	1591	4388	90	1	0	17	19	0	0	0	0	7	350	0	0	4	0	1445	1630	1992	38	0	0	10	20	0	0	0	0	0	34	0	0	0	0	3	6	0	10	0	0
5963b10d50f976f03f17030c960b6d6e	0	0	0	0	0	409	2	16	23	0	16	3110	1939	1372	0	4	0	0	0	0	0	0	10	173	0	7	14	0	51	4384	490	243	0	0	0	0	2	0	51	99	0	0
109f36de0b09ba9707053d78931327f3	0	0	0	0	10	146	0	0	0	345	3545	8	0	799	7	0	0	18	0	0	0	0	210	410	0	0	2	449	3441	2	0	851	3	1	0	94	511	124	722	251	0	0
9940a90449af871cda883fcbfd06792d	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5277	6366
b9642d7fd7efce5d83bb78a2dd9c8d5c	320	20	1688	765	28	190	67	8	51	27	19	74	11	494	76	15	232	0	822	12	712	79	171	318	65	79	656	1865	28	201	42	731	20	67	98	192	120	19	57	5	0	0
9d15a0969d0c4e972a88a218b485dbd1	60	313	351	1400	0	164	82	46	0	0	9	211	14	99	1871	29	431	0	126	309	671	445	13	331	175	403	47	55	9	485	113	165	973	36	216	56	8	0	17	6	0	0
94de0256e93c5c7d239da9b5f037f783	13	491	628	2472	0	528	41	0	0	0	4	102	6	16	122	0	84	0	31	548	1566	1173	0	1275	62	65	10	13	0	166	30	30	71	0	47	0	5	0	33	6	0	0
3877bbe4f071dc8e00aab61597cdd622	8	18	8	86	1473	34	179	165	715	127	138	231	31	1295	6	11	468	7	0	10	5	24	381	15	14	12	288	30	216	20	4	192	0	0	6	7	724	700	113	677	0	0
cb83ff94c26e48f53503740732f8e87f	0	0	0	0	0	0	0	0	4501	363	20	2489	0	0	5	0	0	0	0	0	0	0	0	0	0	0	379	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0
27149ce891bb878d786f4d76224beede	10	16	49	455	1	344	138	11	330	0	96	80	26	65	1380	307	259	12	17	15	61	106	5	827	55	42	490	6	130	192	53	74	420	431	106	728	54	0	131	22	0	0
ee2532d77f86d49e951b49b7effc6ca7	367	1405	303	33	0	5	53	25	7	0	64	102	0	38	486	5	95	0	974	2066	345	9	73	18	54	134	172	23	71	157	5	20	186	48	39	91	15	0	30	2	0	0
4dbef729f0c0447904807762f0746e79	0	0	0	0	0	0	1433	2261	0	43	0	0	29	2033	2	0	1246	0	0	0	0	0	0	0	65	22	0	0	0	0	14	166	6	0	3	3	0	0	0	0	0	0
988d8b6796afc3deed13bd05b0a9d414	0	291	109	0	0	0	0	2	0	6	0	30	507	66	214	1630	1418	121	0	183	138	0	0	0	30	0	0	3	0	17	465	8	209	1165	180	72	0	0	232	55	0	0
4789f60f51b973e603f248adc76535b0	0	0	0	11	51	119	214	14	1186	144	264	1177	92	495	526	0	182	0	0	0	0	4	70	70	77	10	480	174	357	101	62	158	143	0	17	47	405	223	68	24	0	0
701d2014dcfc42c79430383e0e5a6d9d	0	2	0	26	0	314	116	297	78	5	0	2510	616	983	70	0	68	191	0	0	0	13	0	10	21	85	12	1	0	578	108	137	82	0	0	154	35	0	13	10	0	0
b6e79195e0421cb89a1250129b482893	66	0	1	644	0	0	3	247	37	713	0	0	8	1563	0	0	0	0	49	0	0	149	0	0	2	84	16	42	0	0	3	212	1	0	0	0	852	1673	0	0	0	0
11fcf2b37d31861aab077aea5ae35177	127	14	63	857	19	7	297	150	480	47	26	875	49	758	76	58	318	175	109	6	20	94	0	0	172	107	367	104	37	208	71	209	28	48	40	266	26	23	7	2	0	0
232e094b394fcbbab815f65d88b34dfc	0	0	0	38	0	284	104	326	71	0	0	1971	641	1125	117	0	82	160	0	3	0	15	0	24	20	97	16	0	0	653	114	133	81	1	0	142	41	17	18	5	0	0
276b076e286b5d842f8e13f271d9076b	0	0	65	31	0	0	318	1	9	0	0	102	6	0	11	1774	2196	324	4	0	138	3	0	0	105	4	7	0	0	5	0	0	16	639	326	113	0	0	0	0	0	0
9d42e884378aec1187e7cf92a4f6f6f6	0	0	0	11	0	272	110	313	70	0	0	2016	590	1197	99	0	71	154	0	2	0	11	0	9	19	74	11	0	0	629	127	144	77	0	0	117	34	6	9	7	0	0
909fa980887951eac9e14771141de5c1	10	0	10	1852	0	39	47	0	62	3	445	641	15	702	76	106	0	9	11	0	9	370	0	42	27	0	93	7	377	324	5	245	69	106	0	35	35	12	111	36	0	0
3eddb1d1359bf336515e01b735b22b83	0	1	3	1367	0	112	224	18	154	34	0	60	0	0	906	310	182	318	6	0	0	208	29	299	103	35	163	38	0	16	0	0	257	303	28	700	9	0	24	2	0	0
7dbbe151f5b9d5f434d6c2b6c949b263	0	0	0	0	0	0	237	7	20	0	0	0	0	0	34	1760	2222	257	0	0	0	0	0	0	84	7	5	0	0	0	0	0	10	656	390	84	0	0	0	0	0	0
10558c2a59a880158c19423aabea4a71	5	0	0	779	0	33	123	26	74	27	100	606	25	11	693	837	155	151	0	0	0	118	21	196	60	25	88	25	132	46	27	5	121	692	20	470	5	0	21	3	0	0
90be3c76f6f494e356ac6f7051cb9608	63	0	0	553	0	0	3	285	39	649	0	0	0	1463	0	0	2	0	64	0	0	188	0	0	2	103	16	45	1	0	1	178	0	0	0	2	882	1146	0	0	0	0
b72831294b489b062501219f204df029	53	0	1	465	0	0	7	204	31	708	0	0	2	1280	0	0	0	0	49	0	0	141	0	0	0	82	13	43	0	0	0	163	0	0	0	0	802	1614	0	0	0	0
b3a53f68cdacd7eb348e9ca13d1abfa6	0	0	0	0	0	0	207	3	21	0	0	3	0	0	20	1882	2090	213	0	0	0	0	0	0	77	4	0	0	0	0	0	0	14	712	275	75	0	0	0	0	0	0
fe15b27048792c45909858d842951510	0	0	0	0	94	0	149	165	98	376	37	0	38	2115	0	0	94	0	0	0	0	0	6	2	75	42	44	34	39	0	12	164	1	0	5	0	494	1298	19	30	0	0
2dc4f09dfd67d14574af825f2d05374c	482	20	208	1115	0	245	368	0	0	0	1	0	0	0	0	0	0	0	1034	21	446	323	5	602	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c45289cf8584e8bfc4bbf91b6f578a74	149	176	251	428	0	454	234	0	7	0	0	21	20	0	63	17	3	0	549	170	362	196	7	1208	671	43	27	7	0	10	22	0	40	17	0	20	64	33	139	8	0	0
b22b4b6cac6f8b68d9783cabce1bb73e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2462	2890
4f09057038bd93e15ae374971a28b414	0	0	0	0	0	0	234	0	14	0	0	9	0	0	18	1690	1963	160	6	0	0	0	0	0	74	0	9	0	0	0	0	0	9	669	312	80	0	0	0	0	0	0
c60d8b6b2eb7d2efc6327a21aa931bcf	0	14	0	37	457	0	123	188	743	117	161	176	24	1265	23	32	523	13	0	5	8	14	72	17	13	5	257	29	230	13	6	171	4	3	0	5	150	225	18	78	0	0
1624a4dfa9a299300a7593fbd442499d	1	0	10	52	26	493	339	30	337	48	77	482	176	297	128	401	179	59	1	0	1	20	24	65	137	47	362	11	133	13	371	253	35	38	28	114	94	54	146	98	0	0
731dba75b3a46f23cd55349f808088b8	0	0	0	0	0	0	219	1	8	0	0	0	0	0	32	1625	1938	197	0	0	0	0	0	5	106	0	4	0	0	0	0	0	19	668	274	57	0	0	6	10	0	0
7fe14f242d10240276a7aa4e9532bfed	0	0	0	0	0	0	195	10	12	0	0	0	0	0	17	1735	1857	216	0	0	0	0	0	0	68	3	5	2	0	0	0	0	18	645	229	108	0	0	0	0	0	0
1536aeba18be7077b3e015d95264e822	41	0	0	499	0	0	1	201	31	514	0	0	0	1226	4	0	0	0	39	0	2	120	0	0	4	85	13	50	0	0	0	158	0	0	0	5	703	1324	0	0	0	0
bf2fd1bc14699a7f54f5868b291bfc1e	74	552	488	319	0	19	79	42	33	16	66	31	0	441	86	0	146	0	109	408	326	93	47	49	78	158	66	244	96	29	4	446	38	0	68	4	190	39	18	8	0	0
cd5d5f2b66af55746ef17a95fb15739c	0	0	0	10	0	302	111	265	32	6	0	1579	359	958	60	2	56	179	0	2	0	13	0	13	25	72	15	0	0	389	101	97	61	0	0	127	20	0	11	4	0	0
ec051b3a5cfbb57fc8e913d804ece568	70	212	74	189	24	324	18	22	209	0	43	90	133	609	13	265	117	261	49	207	269	337	0	39	0	0	36	4	20	0	10	24	0	38	0	44	99	54	244	587	0	0
9e7192a13780c6cc94f64e42acf04fcd	0	0	0	0	996	27	72	50	718	47	22	207	22	121	65	86	407	51	0	0	0	0	224	10	12	0	242	19	0	10	5	17	8	12	5	9	324	492	55	363	0	0
03c22b181035594027fb9e61a6fa8d5f	0	0	0	0	0	78	1	12	8	0	0	2176	670	1013	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	470	97	118	0	0	0	0	34	0	4	5	0	0
27033b5128f339a1d2e119c96055ae02	0	0	0	5	0	0	198	0	8	0	0	0	0	0	16	1582	1726	153	0	0	0	0	0	0	84	0	11	0	0	0	0	0	16	545	175	53	0	0	0	0	0	0
8f5a9a1762def3493d74f68f2e9cce3e	81	9	59	635	0	7	204	74	327	11	29	611	46	294	35	79	321	181	77	8	28	66	0	7	126	78	224	68	30	177	51	109	20	28	48	152	40	25	9	0	0	0
2246ac9a73fa5cb16326d7a9c71efc1e	0	0	0	0	0	67	0	28	0	0	0	1807	557	1065	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	490	82	114	0	3	0	0	42	21	2	6	0	0
067959bf319fa6640f96761b83065a6d	150	5	117	788	0	225	36	22	41	0	0	0	59	204	22	687	412	19	106	2	47	316	0	78	38	0	12	0	0	8	39	20	23	85	0	0	0	13	289	269	0	0
1d59a45aed9b25aa994569b376efcf06	17	1	217	116	0	65	30	32	50	0	0	18	113	0	598	111	61	16	9	0	291	17	7	246	18	41	138	37	0	123	362	0	508	107	48	259	79	0	232	26	0	0
a6130d7060c891d2a7ab720f2614a415	0	0	0	0	0	0	35	3719	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	3	2	43	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0
30b7a3d46d1491a975098341935ddbdb	137	5	93	677	25	114	21	10	26	4	3	133	73	172	20	807	384	140	90	0	54	264	1	52	13	5	17	1	0	57	28	19	13	100	25	74	0	0	82	57	0	0
4fc5406e1ae2783e9d04e65fe8802339	47	37	207	203	0	109	36	52	75	8	68	210	55	301	241	0	9	2	104	27	58	71	114	281	41	62	197	69	128	81	62	245	126	0	0	44	249	123	42	0	0	0
b65812e10079da7c3bf6a3c3ccb25cfb	0	769	0	1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1045	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0
e20932dcd293b4907eb3252c781dd886	0	0	8	0	0	0	6	0	347	0	14	13	241	0	106	698	699	0	0	0	6	0	0	0	3	0	372	0	21	10	260	3	70	538	109	2	0	0	112	31	0	0
9596793d7fc20053e7cb9d07076b2af1	0	0	0	0	226	150	0	3	18	608	43	634	0	34	14	89	0	500	0	0	0	0	7	6	0	0	9	282	28	7	3	0	4	14	0	25	52	144	177	540	0	0
e89056227ccbeb3d7e8a0dc89ec10c23	0	4	0	0	0	7	0	14	59	1498	13	0	6	9	0	0	1	0	0	8	0	0	0	1	4	9	17	1898	12	0	0	0	0	0	0	0	0	0	0	0	0	0
c5b9581158d5bd4df75f054dac4505c6	260	283	121	1459	0	0	18	0	0	229	0	0	0	35	0	0	0	0	175	249	44	230	0	0	14	0	0	348	0	0	0	4	0	0	0	0	0	0	0	0	0	0
523d9a91bafeaecaa2a5a64ed5e595a1	72	7	64	556	10	0	190	60	218	21	21	356	37	281	12	29	236	92	58	6	22	68	4	0	117	90	183	68	10	130	56	110	18	7	30	147	22	14	10	0	0	0
44bb1b00d59abc278e293913e5c86617	31	0	51	3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	41	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
708d51d0d4ae6838b550a0548147c3da	12	0	0	729	0	43	124	16	93	41	8	85	0	0	526	131	119	208	0	0	0	100	53	137	47	16	92	21	2	13	0	0	109	140	25	450	5	0	24	0	0	0
e81d318baa5bb5451932f67782a4714e	66	12	0	231	0	63	49	47	93	0	27	125	43	391	38	227	729	52	67	1	2	43	2	54	17	23	41	0	18	3	41	60	6	53	37	24	27	36	319	276	0	0
0993a44931d690a3e6843e7936af24d4	0	8	0	0	0	0	0	0	0	1	0	27	192	0	148	890	730	6	0	2	3	0	0	0	0	0	0	8	0	14	228	6	102	709	100	0	0	0	118	32	0	0
ba8c7ce042d83d36757a38d632f2955a	0	0	0	0	0	12	0	0	0	0	925	0	1101	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	0	563	0	0	0	0	0	0	0	0	0	0	0
39f2d7f5831fbadeaad0ed612e37506e	0	0	0	0	0	0	0	0	0	0	166	0	201	1009	4	124	0	11	0	0	0	0	0	0	0	0	0	0	359	9	123	1046	0	125	0	55	17	20	0	0	1	0
c66fb1481273e681b4d60bbb2b767af6	0	2	7	0	0	0	1	0	0	5	0	6	195	8	169	736	737	0	0	2	3	0	0	0	0	0	11	0	0	6	266	0	101	718	120	8	0	0	117	35	0	0
31841fbae5274724657a3b1aaa05e792	0	0	0	0	0	0	0	0	0	0	175	0	174	1064	0	125	0	5	0	0	0	0	0	0	0	0	0	0	342	7	128	964	2	165	0	60	20	9	0	0	0	0
ccd0b00e25819c9027ec48398ef73a7f	0	0	0	8	0	42	118	6	741	49	57	598	4	116	234	0	108	0	0	0	0	0	52	29	40	9	249	81	62	52	0	35	74	0	0	21	197	18	51	10	0	0
a67f581e13dde01d9436b5b0b192f329	0	0	0	1	0	0	0	0	0	0	164	0	204	930	0	111	0	28	0	0	0	0	0	0	0	0	0	0	338	10	127	883	6	142	0	73	17	0	0	0	0	0
36cd290e88840e0a15d2d177d3ea6ab1	0	0	16	590	0	2	253	80	121	0	15	13	38	1068	11	0	7	0	5	0	17	206	3	0	212	75	26	17	24	13	6	111	0	0	0	0	7	63	12	11	0	0
4c12b9b02598b6123aa895d82cb08da0	0	0	0	0	0	0	0	0	0	0	166	0	106	1007	0	77	0	27	0	0	0	0	0	0	0	0	0	0	363	0	125	924	0	121	0	57	17	5	0	0	0	0
d562e38ce9898341aa8c2a0ec2d78f69	6	145	240	1289	0	102	7	0	0	0	0	0	0	0	7	0	0	0	10	169	404	406	0	152	13	5	0	0	0	8	0	0	0	0	0	0	3	0	19	0	0	0
c2930d1b451c2772961eae8ddc014ca3	200	2	150	308	0	0	147	80	101	1	12	16	76	757	8	146	237	18	144	0	52	126	0	7	124	63	13	8	0	13	14	43	5	19	5	0	4	40	10	14	0	0
d4401f62c1b7ff1f9cea700aca70259e	820	3	3	2030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
d654acf3c0ac99a055248bd60029cca4	6	0	2	1017	0	7	16	0	40	2	245	263	8	339	35	22	0	7	8	0	11	186	0	17	14	0	56	2	187	134	6	101	39	46	0	10	15	17	62	8	0	0
da6f56b62ab2aff928daf856645d062c	0	64	0	434	0	0	61	83	384	55	0	5	4	25	0	0	0	0	0	70	0	548	0	0	22	13	125	8	0	0	0	0	0	0	0	0	396	560	0	0	0	0
0546919e070876b1233ac614029f91d4	0	0	0	0	0	48	0	25	0	0	0	32	0	75	1470	0	87	2	0	0	0	0	0	48	0	144	0	1	0	16	0	40	615	0	39	201	0	0	3	0	0	0
7a6528ed625e78a4e98926fd37be8def	0	0	0	0	0	121	0	0	0	0	0	0	0	0	63	0	2443	11	0	0	0	0	0	22	0	0	0	0	0	0	0	0	55	0	20	0	0	0	40	67	0	0
c24061669a560ea5bb99c7889c109e06	33	428	63	30	0	25	47	60	0	0	40	24	0	0	164	12	27	0	66	382	46	0	74	23	95	504	217	80	44	81	0	10	88	17	20	56	41	0	42	0	0	0
27d4634a875202dbcb43e2b47823148b	0	0	0	699	46	55	99	11	55	15	1	12	0	0	405	228	56	71	0	0	0	83	30	173	46	11	85	21	0	0	0	0	97	171	3	340	3	0	21	0	0	0
97481a841a067a89ad2de629511aa2b5	51	0	6	521	0	7	169	89	116	7	6	40	74	1046	6	10	7	0	26	0	15	164	0	0	132	70	10	6	5	5	15	59	0	0	0	0	8	70	7	6	0	0
1de00df48450ae8aeb252e7174a2f121	7	0	3	918	0	7	12	0	17	0	225	293	2	294	30	60	0	5	5	0	0	189	0	9	15	5	41	3	205	148	2	81	25	30	0	6	15	15	61	23	0	0
ac32dd7a905e1d636537cdd8e6c905a9	76	444	1034	4	0	0	0	0	0	0	0	0	0	59	0	0	0	0	90	530	492	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ea1003ab64ecc820411593f64b14f2a2	0	2	1298	0	0	0	0	3	0	79	0	0	0	8	0	0	0	0	0	0	956	0	0	0	0	0	0	339	1	0	4	23	0	0	0	0	0	0	0	0	0	0
26d72dfd5e476b4ec4fe2d2b856f962b	0	0	0	30	0	454	10	0	51	0	0	56	26	59	0	115	385	43	0	0	0	0	0	159	6	0	48	0	7	4	7	0	0	8	27	54	241	908	0	0	0	0
391163ac763f67a1aaca5f2da21c9b6a	0	72	0	2213	0	0	3	0	0	0	19	0	48	0	0	0	11	0	0	61	0	243	0	0	0	0	0	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0
a0ad2e44b4dda8fafe6d09391cb4f397	0	0	0	0	51	743	0	2	0	0	0	0	32	0	50	60	2	591	0	0	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	49	382	640	0	1	0	0
87366316193727c5de98a941e3cdf067	0	3	3	220	0	129	59	0	54	0	11	51	7	9	574	106	22	0	0	0	0	44	4	325	20	17	102	3	31	68	21	30	177	100	10	235	21	0	123	18	0	0
a7301878c4ba99604194085e354e448b	437	169	146	130	0	0	2	125	0	41	0	0	0	35	0	0	0	0	789	103	49	35	0	0	6	290	0	120	0	0	24	36	0	0	0	0	34	9	0	0	0	0
fc777e945bf98e1b1eb2efaf2bfd326c	0	0	0	0	0	130	0	0	0	0	0	0	0	0	46	0	2254	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	31	0	22	0	0	0	29	47	0	0
e7b546953a92342f1a1a18d39635b52b	0	0	0	0	0	127	0	0	0	0	0	0	0	0	61	0	2223	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	41	0	32	1	0	0	33	30	0	0
4169d783ace6c74746d09e49baa50a8c	7	0	0	37	0	66	166	31	10	0	3	55	42	71	331	159	137	0	11	0	0	37	19	129	159	70	88	11	4	14	58	222	67	69	44	218	113	21	71	11	0	0
26608ce8c90bc35e4fc335660edf3b6f	0	0	0	0	0	131	0	0	0	0	0	0	0	0	73	0	2138	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	52	0	28	1	0	0	36	52	0	0
5c5af70cbef20abef80453cf072a3b69	0	203	0	0	0	60	0	0	10	0	13	20	23	125	11	92	1445	22	0	162	0	0	0	3	0	0	0	0	0	7	8	8	0	4	45	9	11	51	55	132	0	0
6cf64e89bf7874ddaa32f7967da953d4	49	81	124	159	0	237	133	0	0	0	0	0	1	0	19	0	2	0	197	81	141	100	0	643	331	13	31	0	0	0	0	0	0	7	0	0	47	0	95	18	0	0
d3ba6174d9a72003c361b5c3c72833f4	0	2	0	53	0	52	192	24	14	0	2	72	19	188	286	169	109	11	6	3	0	32	13	143	139	50	69	7	0	14	56	209	57	100	69	161	79	32	57	15	0	0
5c10851ef5ac83f5a234cc5454bf0dcd	76	0	2	16	0	9	41	0	550	0	21	11	25	635	0	15	0	23	80	0	0	5	0	5	25	0	621	0	27	6	8	153	0	31	0	9	16	2	61	27	0	0
554d5a350a4b181b81eb769f61bae742	0	77	5	67	0	49	4	0	0	0	20	46	45	75	0	27	1339	163	0	83	0	81	0	13	0	0	0	0	16	6	4	11	0	0	20	14	35	0	101	180	0	0
d47a8771ebbbe4eea98c6ca36fd54dd5	0	0	0	0	0	71	170	45	50	12	2	238	1	10	45	284	44	5	0	0	0	0	125	37	127	85	233	51	3	77	14	45	21	59	30	29	304	103	129	26	0	0
58294fea30950101d6b13e0fe9434a43	76	0	14	237	0	1	129	54	232	18	8	258	26	315	0	48	57	59	43	4	0	28	0	0	82	47	191	63	0	89	38	89	12	27	8	142	16	0	6	0	0	0
fcf3fea5654e5be8db30e4c707e77769	4	0	0	26	17	10	186	69	118	0	1	389	9	86	86	283	53	0	6	0	0	13	10	22	104	95	298	54	0	110	17	48	28	53	21	17	75	70	31	0	0	0
f0b79b3332a07b2351b29b4caeaa1339	2	0	0	4	0	161	13	0	0	4	0	0	0	0	53	142	42	115	0	0	0	0	26	29	10	0	0	0	0	0	11	0	0	7	6	318	952	250	183	77	0	0
5e98da80a77d8c3f0a9e34f83577e157	0	51	101	115	19	20	3	63	45	19	49	0	2	425	8	0	36	0	0	49	42	35	143	27	2	31	182	123	76	0	28	514	27	0	14	0	107	31	4	0	0	0
6f59ed0ba4b5001a996a8aa8bc4e0bc2	0	12	9	4	0	113	17	0	18	7	73	13	5	0	786	7	13	0	0	7	6	2	11	138	37	16	79	36	182	23	49	23	288	16	3	320	35	0	34	4	0	0
fd376842b6c028c00eb411a3eeb7ce12	0	0	0	0	0	33	215	57	94	6	1	303	6	40	133	225	43	0	0	0	0	0	42	31	143	114	302	62	0	133	14	72	37	56	19	29	75	14	50	7	0	0
4dfd101fa578e4db85cd386815557ef1	0	0	0	1902	0	0	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	407	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
2c4e1aefe4663f56f7263523ee2395d4	0	0	0	0	0	126	0	0	0	0	0	0	0	0	63	0	1999	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	29	0	24	0	0	0	32	42	0	0
27e8d322ae6b93dcaa6c78a6b38b65f6	0	0	2	1039	0	22	3	0	0	0	272	289	7	39	40	13	0	7	0	0	0	175	0	14	0	0	9	0	176	151	7	10	32	16	0	0	0	0	8	3	0	0
487d080077d9184bb99335907b987196	13	0	1	629	0	32	11	2	46	0	0	108	3	25	22	595	191	106	13	0	0	194	0	9	10	4	10	0	0	61	2	2	17	80	6	53	0	0	12	21	0	0
63ae54ce9a217b568350c8e754afc5d6	0	0	0	0	0	34	0	0	0	0	0	0	0	0	218	4	0	51	0	0	0	0	0	271	0	0	0	0	0	2	0	23	215	2	0	1453	0	0	0	0	0	0
2979d3368f41db4b1ab8a0bbcd2c81cc	0	15	4	1816	0	0	22	11	0	0	6	0	0	19	0	0	0	0	0	0	0	340	0	0	28	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
11a7877ed6db47f7cecaf81819332a35	2	0	51	18	0	50	42	16	44	0	0	25	57	0	226	222	27	14	5	4	83	10	0	103	62	20	73	40	0	60	186	0	226	163	33	304	16	0	78	0	0	0
f7e2730ba406f7ea3ccd0dadcbdd307b	0	0	0	0	0	432	0	0	11	0	243	208	0	30	16	0	18	12	0	0	0	0	0	95	0	1	1	0	781	50	0	11	214	0	0	1	110	9	5	0	0	0
275725b42249b22a0454da8dcf3dddc4	0	88	0	1726	0	0	0	6	0	0	0	0	0	46	0	0	0	0	5	59	1	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
876bddb7d49264f870130293ce5cba1b	0	0	0	0	996	18	0	15	7	0	0	80	0	9	0	8	0	22	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	289	263	48	275	0	0
345cfb29ed8558774a42dbe9d3c8eedb	0	0	0	0	0	222	0	0	0	0	2	90	0	97	425	204	139	31	0	0	0	0	0	98	0	0	0	0	14	52	0	95	98	97	37	456	11	4	4	4	0	0
dd58e68bc8ca977ef799956efc1ab89a	37	4	4	134	34	50	33	20	64	0	26	124	25	303	5	152	484	19	23	0	0	22	0	19	17	18	28	0	6	2	20	49	9	35	24	12	21	54	158	138	0	0
9a6def5fe6ed8a40db3e93a3f8f8b44f	18	156	34	54	22	51	28	36	29	0	43	0	0	203	115	0	0	0	29	160	18	27	28	38	38	31	110	88	33	0	14	224	110	0	0	20	258	105	0	0	0	0
bacc680801e2a4f35d5266d2c8a666e0	0	0	0	7	69	56	0	0	102	556	34	261	40	136	28	168	59	5	0	0	0	0	24	145	0	0	39	72	6	50	7	24	6	46	0	39	37	27	40	27	0	0
