Taxa	Sample_113.filtered.fastq.gz	Sample_114.filtered.fastq.gz	Sample_115.filtered.fastq.gz	Sample_116.filtered.fastq.gz	Sample_126.filtered.fastq.gz	Sample_127.filtered.fastq.gz	Sample_131.filtered.fastq.gz	Sample_133.filtered.fastq.gz	Sample_135.filtered.fastq.gz	Sample_136.filtered.fastq.gz	Sample_140.filtered.fastq.gz	Sample_144.filtered.fastq.gz	Sample_147.filtered.fastq.gz	Sample_148.filtered.fastq.gz	Sample_152.filtered.fastq.gz	Sample_154.filtered.fastq.gz	Sample_157.filtered.fastq.gz	Sample_160.filtered.fastq.gz	Sample_161.filtered.fastq.gz	Sample_162.filtered.fastq.gz	Sample_163.filtered.fastq.gz	Sample_164.filtered.fastq.gz	Sample_172.filtered.fastq.gz	Sample_173.filtered.fastq.gz	Sample_177.filtered.fastq.gz	Sample_179.filtered.fastq.gz	Sample_181.filtered.fastq.gz	Sample_182.filtered.fastq.gz	Sample_186.filtered.fastq.gz	Sample_190.filtered.fastq.gz	Sample_193.filtered.fastq.gz	Sample_194.filtered.fastq.gz	Sample_196.filtered.fastq.gz	Sample_198.filtered.fastq.gz	Sample_201.filtered.fastq.gz	Sample_204.filtered.fastq.gz	Sample_3.filtered.fastq.gz	Sample_4.filtered.fastq.gz	Sample_7.filtered.fastq.gz	Sample_8.filtered.fastq.gz	Sample_control.filtered.fastq.gz	Sample_Kit_Control.filtered.fastq.gz
b332980b0ffa262061bd3fbc78f8dcd4	0	72	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b6739680d43240bda28702e234f753f4	0	17	4	14	0	4	7	1	0	0	0	0	0	13	0	0	11	0	3	26	7	5	0	0	13	5	0	0	0	0	0	10	0	0	0	0	0	0	6	0	0	0
ea1766db82fcf8f958873d94f702580e	0	0	59	0	0	7	12	0	0	0	0	0	4	0	0	0	0	0	0	0	47	0	0	0	8	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0
f8f4080b9344e56ab8e4dd53e53d2e16	0	0	0	0	0	44	0	0	0	0	0	22	25	7	8	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	7	6	0	0
ad8e72caa7c5d9883f07f0a77b328a91	0	0	0	0	0	35	0	0	0	0	0	45	4	0	7	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	43	0	0	0	0	0	0
d033712eacb75acb41e948dee42bd668	0	0	0	0	0	0	9	0	6	38	0	0	0	44	0	0	0	0	0	0	5	0	0	0	3	0	0	20	0	0	0	21	0	0	0	0	0	0	0	0	0	0
186dc1077f40a60b50cb9f94adcf3512	3	0	0	23	0	0	0	0	0	0	0	53	0	0	9	6	28	0	0	0	0	7	0	0	0	0	0	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0
4a58e6e3d6c06367d10186f6d44a5885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0
ab35b3d3179d6443068e6bbb257bbc60	5	3	9	16	0	4	0	0	0	0	0	0	0	0	0	0	92	0	2	1	3	5	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
6fe05c2ff2f0bb4d7307059b42bd86e1	17	20	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	27	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5e667d5e67d76d1b0203bd435d835ecf	15	10	16	22	0	0	11	0	10	0	0	0	2	0	0	0	7	0	8	4	7	3	0	0	0	4	0	14	0	0	0	4	0	0	0	0	5	0	0	2	0	0
748fd7f75cd47ad6c313009f38ea31eb	0	38	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	33	9	0	0	0	0	7	0	24	7	0	2	10	2	0	0	0	0	0	2	0	0	0
c9255df47fe739e9837a11d7af3434cc	0	22	0	42	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	34	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1a69e977c84acdfbf88060521acb7d4a	0	0	4	0	0	0	0	0	0	96	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	38	0	0	0	1	0	0	0	0	0	0	0	0	0	0
72d8e7cf5aa9b26c0814fbf2a0deb05b	0	0	11	0	0	0	13	0	0	19	0	0	0	72	0	0	6	0	0	0	3	0	0	0	8	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0
d1705d65fa188bd9ce7cc4e177b93d16	0	0	0	36	0	0	10	0	10	0	0	43	0	0	3	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
5a0cfabffe42355d67ea85d35dff58a5	0	0	0	0	42	0	0	0	4	1	6	68	3	0	0	0	0	0	0	0	0	1	9	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	3	1	0	0
0fdf259be07fa73f4c4f67e63c33e3ae	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	10	0	0
9e00745f3ffd60aaedf0e00c60a028de	0	0	0	0	0	34	0	0	8	0	2	13	22	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	6	0	26	13	0	0
e90bcebce6e8bb45bb109ed5ce0b71f0	0	0	0	0	0	0	8	0	0	0	0	0	11	106	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	1	0	0	2	0	0
72677f9ecd52afb0c296a91856d19211	0	0	0	0	0	0	0	0	0	0	0	71	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	0	11	0	0	0	3	0	0	0	0	0	0
07442eab73a27dd2001df497cd36a29d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	6	0	0	0	0	0	0
f63ceaa571d02b40ca085b5bb73ab031	31	28	14	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f0e314e932f5a6da49328c7a1df7e43b	4	6	0	0	0	0	0	6	1	0	8	0	0	29	33	0	0	0	3	9	0	0	0	0	0	4	5	0	15	0	1	4	7	0	0	0	0	0	8	0	0	0
4174a6598ecd664855d516dc069a2e31	2	0	0	74	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3e4681c9e88e5e9614a2a0185e66a1f8	0	0	37	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
62b93452bbc2ff7dd44efb14a8be9025	0	0	3	0	0	0	9	0	0	0	0	0	10	23	0	0	0	0	0	0	4	0	0	11	8	0	0	0	0	0	4	29	1	0	0	41	0	0	0	0	0	0
2118a497dec0138e5727ba302f96f050	0	0	0	69	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	7	12	0	0	4	0	37	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
f1ee19de8685c1d70c6116442d563178	0	0	0	16	0	0	0	0	0	0	0	0	11	0	13	0	0	0	0	0	0	13	0	0	0	35	6	0	0	3	6	2	8	2	0	0	0	0	28	0	0	0
9d6da9dbf757efa68c0b7623e12fba62	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	51	0	0
aa97c2152d1c886ef5f68ce0ef004ddc	0	0	0	0	0	62	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	68	0	0
246ae1a095c0c6667a899384ebc0fd7e	0	0	0	0	0	0	3	8	3	0	0	0	11	5	9	0	0	0	0	0	0	0	0	2	0	0	5	0	3	0	0	3	1	0	0	0	0	0	66	24	0	0
257b5e40abc23fd47a41a37403d802e1	0	0	0	0	0	0	0	0	82	6	5	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	22	4	3	0	0	0	1	10	0	0	0	0	3	0	0	0
e9424fb3bebd26baef317d05bba94952	10	3	52	23	0	0	0	0	0	0	0	0	0	10	0	0	22	0	2	0	17	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0b97ca0eb2f9f7a7243fca2694314185	3	7	8	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	23	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
14d8e6bb29c695a76777ffd6103a5d47	0	0	55	62	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
462ac8bb2af1636f76df0ac05b3b698e	0	0	0	84	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	38	0	0	0	0
d7a1b443553f938b6db3f58b45945d0a	0	0	0	14	0	0	0	0	0	0	0	15	0	0	0	0	97	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	8	2	0	0	0	0	0	0
7d9fcf7ad32c267ed756f6bcdf8d2485	0	0	0	11	0	0	45	0	0	0	12	0	0	0	0	0	15	0	0	0	0	0	0	7	33	2	0	0	16	0	0	0	0	0	1	0	0	0	0	0	0	0
301e65fe2c768efe838cef4742fcf807	0	0	0	76	0	0	7	0	0	0	9	0	0	10	0	2	0	0	0	0	0	10	0	0	16	0	5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
d4f92823278fdaa2eb00451a0a4aea25	0	0	0	13	0	0	0	0	0	0	0	0	21	87	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	0	0
dfabcc005c1649474d1e2bcaff501ab6	0	0	0	0	0	0	0	0	16	0	0	24	35	0	18	0	0	0	0	0	0	0	0	0	2	1	12	0	0	7	17	0	9	0	1	0	0	0	0	0	0	0
ee6067f615a693a33cf3d1b48b3908ec	0	0	0	0	0	0	0	0	0	0	15	0	0	32	0	0	0	0	0	3	0	0	0	0	0	0	5	39	31	0	0	3	2	0	0	12	0	0	0	0	0	0
2f79b06c54c0fe10f7e1e51445a7f48b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	13	0	117	0	0	0	0	0	0	0	0	0
1ed5d2f0b27170029c94208ae247f2f8	35	0	0	56	0	0	0	0	0	0	0	0	0	9	0	0	0	0	29	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
7da482c9f8634acee21f1bc865d3b7cc	0	3	3	0	0	0	0	0	0	0	5	0	5	0	34	0	33	0	0	2	1	0	0	1	0	0	0	0	7	3	11	0	21	1	10	0	0	0	1	0	0	0
c315574072bd7113a70ab8b9712ed9bf	0	6	50	0	0	0	4	0	0	0	0	0	0	0	11	0	0	0	0	9	25	0	0	0	10	0	4	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
1126c8db6ced04913a6264aa7797cfca	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fb983fabdeafa8026584dfa783a33430	0	0	0	60	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	34	0	0	0	0
ca1083fcb43c779e960ec6ee1aecec6b	0	0	0	0	0	0	0	0	0	0	4	110	0	0	4	4	0	2	0	0	0	1	0	0	0	0	0	0	7	7	0	0	2	0	0	0	0	0	0	0	0	0
8e99e78812e7bd2e1f32325726fa9e08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b0ad34a73bc91b34a62e21c6d6d6e7a7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
1c3694d7bb142e2e60bbf148c192221a	3	0	2	42	0	0	0	25	0	4	0	7	11	0	0	0	4	0	2	0	0	19	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7	0	2	5	0	0
659dc313b593c6792eab0604f7d734cc	0	12	64	15	0	0	2	4	0	0	0	2	0	0	0	4	8	0	1	0	23	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9050a5e23192d7bcc6aa0b0ad698fa81	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	31	0	0	0	0
6c17215cbd17d83fda384fcdc203ca19	0	0	0	40	0	0	12	0	0	0	0	0	0	0	8	0	0	0	0	0	0	32	0	0	19	0	9	0	8	0	0	0	9	0	0	0	0	0	3	0	0	0
54c590449f46634449b1695a4aca4680	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	65	0	0
66a5b94a7250079ecfe6b9435e539ea7	0	0	0	0	0	59	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	67	0	0
a9df534ff9b25b88601a7c49b12108f1	0	0	0	0	0	8	0	0	0	0	0	18	0	0	42	2	8	5	0	0	0	0	0	0	0	2	0	2	1	6	0	5	28	0	0	3	1	0	9	0	0	0
44449e4e69ee118303e4758c6eea5808	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101d5b901ddbd4d0aa66d31d406fae14	0	0	0	0	0	0	0	65	38	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	2	11	2	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0
0afd19f563ae61a6f25a963e42d5145f	0	0	0	0	0	0	0	2	0	23	0	20	3	50	0	0	0	0	0	4	4	0	2	1	0	0	0	22	0	0	0	6	0	0	0	0	0	0	3	0	0	0
780e3acd2037aac89a7e5a5c3be2e482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0
a9c0a80e63016efd602d41e125ad2ea3	34	0	0	0	0	0	0	0	0	0	0	13	0	21	0	12	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	26	0	0
86475f8cddb17f3713f81bff08f625db	0	48	22	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
c6dd2875446cb9f533a5439152ee6a60	0	18	14	24	0	0	0	7	18	0	12	0	0	0	0	0	0	0	0	11	9	10	0	0	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
369b2f411a92180953574c9f31c62884	0	5	0	0	0	8	1	0	0	0	0	0	6	0	25	0	0	0	0	3	0	0	22	26	0	0	0	5	0	0	22	0	13	0	0	0	0	0	3	0	0	0
1af9895a9ceece1331ce508831fe52bd	0	0	29	21	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	48	11	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5826be5f43d2784e5b4838f53e803fce	0	0	22	19	0	0	0	0	0	0	2	0	29	17	0	0	0	0	0	0	7	16	0	0	0	6	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0
c53cd8dee3a0a4c2f1308423746cd86e	0	0	36	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a940f351a5423c0b608edf176f154bf1	0	0	0	29	0	0	0	0	6	0	0	22	0	0	4	8	25	0	0	0	0	0	0	0	0	0	9	0	1	11	1	0	3	10	0	10	0	0	0	0	0	0
f4b6979f17b7f4bb5d24ca1996f7504e	0	0	0	65	0	0	8	0	0	0	0	0	0	0	12	0	0	0	0	0	0	16	0	3	5	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
4cd782a966543737d5cd7cf44acb5473	0	0	0	36	0	11	7	0	19	0	0	7	0	0	0	13	0	0	0	0	0	0	0	0	2	0	19	0	0	0	0	1	0	0	0	0	0	0	8	16	0	0
ed47abb58a1c86624add9ca680acd4aa	0	0	0	0	30	3	4	7	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	22	54	0	0	0	0
aff68f930ba4dcf9030d108efc249c42	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8a697d0bbec0899253ba5b851971967e	0	0	0	0	0	0	56	0	0	0	0	0	13	0	0	0	11	0	0	1	0	0	4	0	43	0	0	0	0	0	4	0	4	0	3	0	0	0	0	0	0	0
c839c7b0e67928d485965a5d762762e4	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4fb89184b5659643d78b07a58968a7ef	0	0	0	0	0	0	0	0	0	0	8	9	21	0	11	21	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	1	1	48	0	0	0	0	0	0
405e66c92585c8e31f6943633f6f0cd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
409e0ea79642bb87b5649ff9f1bac993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	107	0	0	0	0
a6230df2b124680064831427d46aec04	71	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bfb96e7c576266af21d27a0a0418d20f	4	0	0	27	0	0	70	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c63ee59bd5da617de5dc541299887309	0	0	0	67	0	0	0	0	0	0	0	0	0	9	0	0	25	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	9	0	0
d25bbaabd57c5f53fdd26fff0b6d30be	0	0	0	27	0	0	9	16	0	22	0	0	0	0	0	0	17	0	0	0	0	4	0	0	8	19	0	5	5	0	0	6	0	0	0	0	0	0	0	0	0	0
c1c53c9bfd239eb88f7061d2ada1c490	0	0	0	0	0	32	0	3	0	0	3	17	12	0	0	0	3	18	0	0	0	0	0	0	0	8	0	0	4	0	5	0	1	0	0	0	4	8	9	11	0	0
4aafd28e0d06e8b75ba03a3b1225a696	0	0	0	0	0	0	5	2	24	0	0	17	14	0	25	0	11	0	0	0	0	0	0	0	0	0	14	0	0	5	15	0	6	0	0	0	0	0	0	0	0	0
c5e0075f7e066cc838ddf5df5f6426f4	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	21	0	0	11	0	0
ce7560d91300da7725b7225292f09972	30	0	51	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	19	0	13	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
acce8102ff4eed5ed4f5d073c40ec96f	14	26	0	9	0	0	0	48	0	0	0	0	0	7	0	0	0	0	14	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a20d21ea0ff3d483ad41aeab3b8ebc4	41	0	0	25	0	0	7	3	7	0	0	0	0	0	0	0	0	0	25	0	0	20	0	0	4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0
18194fc9799a7a4e7c4cad3168510c74	0	0	93	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	28	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0
84da80efa037cd344825d4b8d30e1279	0	0	0	0	0	2	6	0	10	0	0	14	0	0	2	2	21	11	0	0	0	0	2	3	0	0	6	0	0	3	3	0	0	4	1	47	0	0	0	0	0	0
68c7edd69817886947b38091f3b73e67	0	0	0	0	0	0	94	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
7573aa1125c85308e220c38d63b8d096	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
f97ca537bf1119531ba0ca39cb606415	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	37	82	0	0	0	0
9de6175c42b35c8f40374a1e09eadf9c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	1	7	0	0	0	0	0	0
81dd678440194b996c2c9c8bf3ec1a37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
99321cb9072f2f9b8df0cd188ae2da5e	5	6	8	0	0	0	0	0	18	6	13	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0
2a3490b99e30c091a14adf5fd389b917	0	0	0	62	0	0	0	0	6	0	0	0	0	9	0	0	21	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	0	0
624808aa211b9c0562096a0ecf93b831	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ad6823280d8c21e91d5807f151cb1fd1	0	0	0	0	0	0	54	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7f3015b4b6881ed3ab0a89896116c052	0	0	0	0	0	0	13	0	0	0	0	0	4	29	0	0	0	0	0	0	5	0	0	12	7	0	0	0	0	0	10	17	3	0	0	36	0	0	0	0	0	0
33c4611822f9538669f780b78641563c	5	8	0	56	0	0	3	0	0	0	0	0	0	0	0	0	0	0	14	17	0	30	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a5b0462f7a4af2eccce451b15575653	2	0	0	0	0	11	0	0	0	0	3	6	0	0	44	0	0	0	12	0	2	0	0	12	0	0	0	0	0	9	12	0	19	0	0	0	0	0	3	0	0	0
5b47f775cd8f817ce3ffec9961f94a55	0	11	0	11	16	0	9	0	8	0	0	0	0	42	3	0	13	0	0	7	0	0	0	0	3	0	7	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0
2881c54100276547a4b96f0b86febd45	0	0	0	1	0	0	0	0	0	41	7	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	0	51	3	0	3	1	0	0	8	0	13	0	0	0	0	0
78ba8e71cc8d3ede35eafadf005fdf3b	0	0	0	0	0	0	0	0	7	17	3	0	0	42	37	0	0	0	0	0	0	0	0	1	0	0	12	2	0	0	4	5	5	0	0	0	0	0	0	0	0	0
7ec62c25d25d869c172cdc4e35639179	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
4a64a131d3e5d1b198ae5e226de8543b	41	4	0	10	0	0	13	3	1	13	5	0	0	0	0	0	5	0	21	0	0	3	0	0	0	4	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dfd7370daba4acd8a46ca08d8fd543c2	4	0	2	21	0	0	15	0	2	0	0	0	0	60	0	0	18	0	0	0	4	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0
fb1a327d80a1844a935eb75f3f29134c	2	0	10	21	0	0	0	0	8	0	0	0	0	0	0	0	74	0	1	3	6	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
3e119465bf5fb55808efe3758b5e65bb	0	0	5	11	0	29	0	2	8	0	1	14	0	0	0	12	0	40	0	0	2	5	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
7a1b2b5b8774aa9bc1bb90509088365d	0	0	0	3	113	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0
2b7a111e95dd4aef3a9b3d34e593342a	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	67	22	0	0	0	0
445e03c09cfd9b3e14bcb13e1ac020a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	23	8	0	0	0	0	10	0	0	7	0	0	0	29	0	0	0	0	23	23
374af481c8049d18a69a9dfed5f6e7dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	17	47	25	42	0	0
5bd6ed1cae00837a7d6bb2d7f925ac94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
95aa0b85bed52f30070d47d5d78537f4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	109	0	0	0	0
097e0f2d2b578d185c80f0c168bd8c2b	6	0	19	14	0	0	22	2	0	0	0	0	0	13	0	0	6	0	4	5	7	0	0	0	6	3	0	7	0	0	0	9	0	2	0	0	8	0	0	0	0	0
0ba758bc0eab0395a8c90467243e9a3d	12	0	21	0	0	0	11	0	0	0	0	8	0	30	0	0	0	0	13	0	5	0	0	0	12	2	0	0	0	0	0	9	0	0	0	0	0	10	0	0	0	0
364834116fca2baf01603413eb224113	0	1	0	0	0	5	0	0	0	0	0	10	0	26	0	0	0	0	0	0	0	0	0	31	0	0	4	0	0	7	33	8	0	0	0	8	0	0	0	0	0	0
03be16acca92c759ff8e01ee997b41c0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	6	99	0	0	5	0	0	0	0	0	0	0	0	0	0
b99f3e2287a493a48c569484af38b6c8	0	0	0	0	0	87	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
f4e2d543e4c0609d69d300ede68971cf	0	0	0	0	0	17	3	0	0	0	0	29	0	0	0	0	0	11	0	0	0	0	4	9	2	0	16	0	7	4	11	0	0	0	0	10	0	0	10	0	0	0
97375d1f2f303130ccef800b735a5206	0	0	0	0	0	0	0	89	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
